sample.starF	FusionName.StarF	JunctionReadCount	SpanningFragCount	est_J	est_S	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	lex_ordered_fusion_name	proxy_fusion_name.starF	LR_progs	num_LR_progs	type	FusionName.LR	sample.arriba	gene1	gene2	confidence	split_reads1	split_reads2	discordant_mates	FusionName.arriba	proxy_fusion_name.arriba	has_long_read_support	progs	left_gene_coords	right_gene_coords	priority_fusion_name
VCAP	TIA1--DIRC2	30	17	30	17	ONLY_REF_SPLICE	TIA1^ENSG00000116001.14	chr2:70248405:-	DIRC2^ENSG00000138463.8	chr3:122833317:+	YES_LDAS	1.4531	GT	1.9656	AG	1.7465	[CCLE_StarF2019,INTERCHROMOSOMAL[chr2--chr3]]	VCAP|DIRC2--TIA1	VCAP|TIA1--DIRC2	JAFFAL,LongGF,ctat-LR-fusion,pbfusion	4	shared_LR_pred	TIA1--DIRC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr3:122794795-122881139	chr2:70209444-70248660	TIA1--DIRC2
VCAP	USP10--ZDHHC7	29	0	29	0	ONLY_REF_SPLICE	USP10^ENSG00000103194.14	chr16:84700111:+	ZDHHC7^ENSG00000153786.11	chr16:84990635:-	YES_LDAS	0.8966	GT	1.6729	AG	1.7968	[ChimerSeq,CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.19Mb]]	VCAP|USP10--ZDHHC7	VCAP|USP10--ZDHHC7	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker	4	shared_LR_pred	USP10--ZDHHC7	VCAP	USP10	ZDHHC7	high	3	27	0	USP10--ZDHHC7	VCAP|USP10--ZDHHC7	TRUE	starF,arriba	chr16:84699978-84779922	chr16:84974181-85011535	USP10--ZDHHC7
VCAP	ZDHHC7--ABCB9	25	8	25	7.14	ONLY_REF_SPLICE	ZDHHC7^ENSG00000153786.11	chr16:84990304:-	ABCB9^ENSG00000150967.16	chr12:122960322:-	YES_LDAS	0.9936	GT	1.8295	AG	1.4566	[CCLE_StarF2019,INTERCHROMOSOMAL[chr16--chr12]]	VCAP|ABCB9--ZDHHC7	VCAP|ABCB9--ZDHHC7	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker	4	shared_LR_pred	ABCB9--ZDHHC7	VCAP	ZDHHC7	ABCB9	high	9	15	7	ZDHHC7--ABCB9	VCAP|ABCB9--ZDHHC7	TRUE	starF,arriba	chr12:122920951-122981649	chr16:84974181-85011535	ZDHHC7--ABCB9
VCAP	INPP4A--HJURP	21	4	21	4	ONLY_REF_SPLICE	INPP4A^ENSG00000040933.14	chr2:98577143:+	HJURP^ENSG00000123485.10	chr2:233837652:-	YES_LDAS	0.773	GT	1.8295	AG	1.7819	[chimerdb_pubmed,CCLE_StarF2019,INTRACHROMOSOMAL[chr2:135.24Mb]]	VCAP|HJURP--INPP4A	VCAP|INPP4A--HJURP	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	INPP4A--HJURP	VCAP	INPP4A	HJURP	high	10	8	3	INPP4A--HJURP	VCAP|INPP4A--HJURP	TRUE	starF,arriba	chr2:233833416-233854566	chr2:98444854-98594390	INPP4A--HJURP
VCAP	ZNF577--ZNF841	18	6	18	4.15	ONLY_REF_SPLICE	ZNF577^ENSG00000161551.11	chr19:51877282:-	ZNF841^ENSG00000197608.10	chr19:52067610:-	YES_LDAS	0.6848	GT	1.9899	AG	1.8062	[DGD_PARALOGS,HGNC_GENEFAM,INTRACHROMOSOMAL[chr19:0.17Mb]]	VCAP|ZNF577--ZNF841	NA	NA	NA	no_LR_pred	NA	VCAP	ZNF577	ZNF841	high	8	7	4	ZNF577--ZNF841	NA	FALSE	starF,arriba	chr19:51855802-51890950	chr19:52064466-52095765	ZNF577--ZNF841
VCAP	ZNF577--ZNF841	18	6	18	4.15	ONLY_REF_SPLICE	ZNF577^ENSG00000161551.11	chr19:51877282:-	ZNF841^ENSG00000197608.10	chr19:52067610:-	YES_LDAS	0.6848	GT	1.9899	AG	1.8062	[DGD_PARALOGS,HGNC_GENEFAM,INTRACHROMOSOMAL[chr19:0.17Mb]]	VCAP|ZNF577--ZNF841	NA	NA	NA	no_LR_pred	NA	VCAP	ZNF577	ZNF841	high	4	0	6	ZNF577--ZNF841	NA	FALSE	starF,arriba	chr19:51855802-51890950	chr19:52064466-52095765	ZNF577--ZNF841
VCAP	TMPRSS2--ERG	17	0	17	0	ONLY_REF_SPLICE	TMPRSS2^ENSG00000184012.10	chr21:41507950:-	ERG^ENSG00000157554.17	chr21:38445621:-	YES_LDAS	0.5256	GT	1.3996	AG	1.9656	[ChimerKB,Larsson_TCGA,ChimerSeq,TCGA_StarF2019,CCLE_StarF2019,YOSHIHARA_TCGA,chimerdb_pubmed,DEEPEST2019,GUO2018CR_TCGA,ChimerPub,TumorFusionsNAR2018,Cosmic,INTRACHROMOSOMAL[chr21:2.80Mb]]	VCAP|ERG--TMPRSS2	VCAP|TMPRSS2--ERG	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	TMPRSS2--ERG	VCAP	TMPRSS2	ERG	high	1	16	0	TMPRSS2--ERG	VCAP|TMPRSS2--ERG	TRUE	starF,arriba	chr21:38380027-38661780	chr21:41464551-41531116	TMPRSS2--ERG
VCAP	LMAN2--AP3S1	17	5	17	5	ONLY_REF_SPLICE	LMAN2^ENSG00000169223.13	chr5:177351452:-	AP3S1^ENSG00000177879.13	chr5:115866670:+	YES_LDAS	0.6802	GT	1.9086	AG	1.7232	[chimerdb_pubmed,ChimerSeq,CCLE_StarF2019,INTRACHROMOSOMAL[chr5:61.42Mb]]	VCAP|AP3S1--LMAN2	VCAP|LMAN2--AP3S1	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	LMAN2--AP3S1	VCAP	LMAN2	AP3S1	high	8	9	5	LMAN2--AP3S1	VCAP|LMAN2--AP3S1	TRUE	starF,arriba	chr5:115841481-115914081	chr5:177331562-177351852	LMAN2--AP3S1
VCAP	KANSL1--ARL17A	17	5	16.97	4.99	ONLY_REF_SPLICE	KANSL1^ENSG00000120071.11	chr17:46094560:-	ARL17A^ENSG00000185829.14	chr17:46570869:-	YES_LDAS	0.679	GT	1.8892	AG	1.7056	[GTEx_recurrent_StarF2019,Babiceanu_Normal,ChimerSeq,INTRACHROMOSOMAL[chr17:0.29Mb]]	VCAP|ARL17A--KANSL1	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr17:46516702-46579722	chr17:46029916-46225374	KANSL1--ARL17A
VCAP	RP11-662M24.2--RIMBP2	13	10	13	8.43	INCL_NON_REF_SPLICE	RP11-662M24.2^ENSG00000256725.1	chr12:130628322:-	RIMBP2^ENSG00000060709.12	chr12:130517917:-	YES_LDAS	0.6625	GT	1.9329	AG	1.6402	[INTRACHROMOSOMAL[chr12:0.11Mb]]	VCAP|RIMBP2--RP11-662M24.2	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr12:130396137-130716281	chr12:130628316-130716281	RP11-662M24.2--RIMBP2
VCAP	ZNF57--LPPR2	11	0	11	0	ONLY_REF_SPLICE	ZNF57^ENSG00000171970.11	chr19:2901048:+	LPPR2^ENSG00000105520.9	chr19:11359532:+	YES_LDAS	0.3401	GT	1.6895	AG	1.5301	[INTRACHROMOSOMAL[chr19:8.44Mb]]	VCAP|LPPR2--ZNF57	VCAP|ZNF57--LPPR2	ctat-LR-fusion,fusionseeker,pbfusion	3	shared_LR_pred	ZNF57--LPPR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr19:11355386-11365698	chr19:2900898-2918476	ZNF57--LPPR2
VCAP	HSF1--RERE	11	1	11	1	ONLY_REF_SPLICE	HSF1^ENSG00000185122.9	chr8:144291874:+	RERE^ENSG00000142599.16	chr1:8656441:-	YES_LDAS	0.371	GT	1.9086	AG	1.7968	[CCLE_StarF2019,INTERCHROMOSOMAL[chr8--chr1]]	VCAP|HSF1--RERE	VCAP|HSF1--RERE	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	HSF1--RERE	VCAP	HSF1	RERE	high	0	13	1	HSF1--RERE	VCAP|HSF1--RERE	TRUE	starF,arriba	chr8:144291591-144314722	chr1:8352397-8817643	HSF1--RERE
VCAP	CSNK1G3--CTC-338M12.6	11	4	11	2.44	ONLY_REF_SPLICE	CSNK1G3^ENSG00000151292.16	chr5:123588511:+	CTC-338M12.6^ENSG00000250900.5	chr5:181200913:+	YES_LDAS	0.4155	GT	1.9086	AG	1.9086	[INTRACHROMOSOMAL[chr5:57.58Mb]]	VCAP|CSNK1G3--CTC-338M12.6	VCAP|CSNK1G3--CTC-338M12.6	JAFFAL,ctat-LR-fusion,pbfusion	3	shared_LR_pred	CSNK1G3--CTC-338M12.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr5:123512099-123617045	chr5:181195496-181203103	CSNK1G3--CTC-338M12.6
VCAP	PDE4D--FAM172A	10	1	10	0.91	ONLY_REF_SPLICE	PDE4D^ENSG00000113448.15	chr5:59768247:-	FAM172A^ENSG00000113391.15	chr5:93621129:-	YES_LDAS	0.3373	GT	1.9656	AG	1.7465	[CCLE_StarF2019,INTRACHROMOSOMAL[chr5:33.10Mb]]	VCAP|FAM172A--PDE4D	VCAP|PDE4D--FAM172A	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	PDE4D--FAM172A	VCAP	PDE4D	FAM172A	high	4	3	1	PDE4D--FAM172A	VCAP|PDE4D--FAM172A	TRUE	starF,arriba	chr5:93618069-94111699	chr5:58969038-60522120	PDE4D--FAM172A
VCAP	ZNF57--LPPR2	9	0	9	0	ONLY_REF_SPLICE	ZNF57^ENSG00000171970.11	chr19:2901048:+	LPPR2^ENSG00000105520.9	chr19:11359607:+	YES_LDAS	0.2783	GT	1.6895	AG	1.8295	[INTRACHROMOSOMAL[chr19:8.44Mb]]	VCAP|LPPR2--ZNF57	VCAP|ZNF57--LPPR2	ctat-LR-fusion,fusionseeker,pbfusion	3	shared_LR_pred	ZNF57--LPPR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr19:11355386-11365698	chr19:2900898-2918476	ZNF57--LPPR2
VCAP	EEF1DP3--FRY	8	2	8	2	ONLY_REF_SPLICE	EEF1DP3^ENSG00000229715.4	chr13:31946181:+	FRY^ENSG00000073910.18	chr13:32078834:+	YES_LDAS	0.3091	GT	1.8256	AG	1.7819	[GTEx_recurrent_StarF2019,Babiceanu_Normal,INTRACHROMOSOMAL[chr13:0.08Mb],NEIGHBORS[77828]]	VCAP|EEF1DP3--FRY	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr13:31846841-31953472	chr13:32031300-32299122	EEF1DP3--FRY
VCAP	RANBP17--DOCK2	8	7	8	7	ONLY_REF_SPLICE	RANBP17^ENSG00000204764.11	chr5:171293981:+	DOCK2^ENSG00000134516.14	chr5:169840757:+	YES_LDAS	0.4637	GT	1.9656	AG	1.6729	[CCLE_StarF2019,INTRACHROMOSOMAL[chr5:0.78Mb]]	VCAP|DOCK2--RANBP17	VCAP|RANBP17--DOCK2	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	RANBP17--DOCK2	VCAP	RANBP17	DOCK2	high	5	4	5	RANBP17--DOCK2	VCAP|RANBP17--DOCK2	TRUE	starF,arriba	chr5:169637247-170083382	chr5:170861870-171300015	RANBP17--DOCK2
VCAP	SLMAP--ANO10	7	2	7	2	ONLY_REF_SPLICE	SLMAP^ENSG00000163681.13	chr3:57849816:+	ANO10^ENSG00000160746.11	chr3:43637783:-	YES_LDAS	0.2782	GT	1.9329	AG	1.2366	[CCLE_StarF2019,INTRACHROMOSOMAL[chr3:14.06Mb]]	VCAP|ANO10--SLMAP	VCAP|ANO10--SLMAP	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	ANO10--SLMAP	VCAP	SLMAP	ANO10	high	2	5	2	SLMAP--ANO10	VCAP|ANO10--SLMAP	TRUE	starF,arriba	chr3:43354859-43691594	chr3:57755450-57929168	SLMAP--ANO10
VCAP	SLMAP--ANO10	7	2	7	2	ONLY_REF_SPLICE	SLMAP^ENSG00000163681.13	chr3:57849816:+	ANO10^ENSG00000160746.11	chr3:43637783:-	YES_LDAS	0.2782	GT	1.9329	AG	1.2366	[CCLE_StarF2019,INTRACHROMOSOMAL[chr3:14.06Mb]]	VCAP|ANO10--SLMAP	VCAP|ANO10--SLMAP	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	ANO10--SLMAP	VCAP	ANO10	SLMAP	high	1	3	1	ANO10--SLMAP	VCAP|ANO10--SLMAP	TRUE	starF,arriba	chr3:43354859-43691594	chr3:57755450-57929168	SLMAP--ANO10
VCAP	CSNK1G3--CTC-338M12.6	7	4	7	1.56	ONLY_REF_SPLICE	CSNK1G3^ENSG00000151292.16	chr5:123588511:+	CTC-338M12.6^ENSG00000250900.5	chr5:181202588:+	YES_LDAS	0.2646	GT	1.9086	AG	1.8256	[INTRACHROMOSOMAL[chr5:57.58Mb]]	VCAP|CSNK1G3--CTC-338M12.6	VCAP|CSNK1G3--CTC-338M12.6	JAFFAL,ctat-LR-fusion,pbfusion	3	shared_LR_pred	CSNK1G3--CTC-338M12.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr5:123512099-123617045	chr5:181195496-181203103	CSNK1G3--CTC-338M12.6
VCAP	CNOT6--S100Z	7	4	7	4	INCL_NON_REF_SPLICE	CNOT6^ENSG00000113300.10	chr5:180553471:+	S100Z^ENSG00000171643.12	chr5:76849981:+	YES_LDAS	0.3401	GT	1.9899	AG	1.9899	[CCLE_StarF2019,INTRACHROMOSOMAL[chr5:103.57Mb]]	VCAP|CNOT6--S100Z	VCAP|CNOT6--S100Z	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	CNOT6--S100Z	VCAP	CNOT6	S100Z	high	1	5	4	CNOT6--S100Z	VCAP|CNOT6--S100Z	TRUE	starF,arriba	chr5:180494412-180578405	chr5:76850001-76921650	CNOT6--S100Z
VCAP	CNOT6--S100Z	7	4	7	4	INCL_NON_REF_SPLICE	CNOT6^ENSG00000113300.10	chr5:180553471:+	S100Z^ENSG00000171643.12	chr5:76849981:+	YES_LDAS	0.3401	GT	1.9899	AG	1.9899	[CCLE_StarF2019,INTRACHROMOSOMAL[chr5:103.57Mb]]	VCAP|CNOT6--S100Z	VCAP|CNOT6--S100Z	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	CNOT6--S100Z	VCAP	CNOT6	S100Z	high	1	4	0	CNOT6--S100Z	VCAP|CNOT6--S100Z	TRUE	starF,arriba	chr5:180494412-180578405	chr5:76850001-76921650	CNOT6--S100Z
VCAP	RP11-299J3.8--CNNM4	6	0	6	0	ONLY_REF_SPLICE	RP11-299J3.8^ENSG00000272758.4	chr3:122416250:+	CNNM4^ENSG00000158158.10	chr2:96808561:+	YES_LDAS	0.1855	GT	1.8256	AG	1.7232	[INTERCHROMOSOMAL[chr3--chr2]]	VCAP|CNNM4--RP11-299J3.8	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr2:96760902-96811891	chr3:122416207-122443180	RP11-299J3.8--CNNM4
VCAP	CNOT6--S100Z	6	0	6	0	ONLY_REF_SPLICE	CNOT6^ENSG00000113300.10	chr5:180553471:+	S100Z^ENSG00000171643.12	chr5:76875304:+	YES_LDAS	0.1855	GT	1.9899	AG	1.5656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr5:103.57Mb]]	VCAP|CNOT6--S100Z	VCAP|CNOT6--S100Z	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	CNOT6--S100Z	VCAP	CNOT6	S100Z	high	1	5	4	CNOT6--S100Z	VCAP|CNOT6--S100Z	TRUE	starF,arriba	chr5:180494412-180578405	chr5:76850001-76921650	CNOT6--S100Z
VCAP	CNOT6--S100Z	6	0	6	0	ONLY_REF_SPLICE	CNOT6^ENSG00000113300.10	chr5:180553471:+	S100Z^ENSG00000171643.12	chr5:76875304:+	YES_LDAS	0.1855	GT	1.9899	AG	1.5656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr5:103.57Mb]]	VCAP|CNOT6--S100Z	VCAP|CNOT6--S100Z	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	CNOT6--S100Z	VCAP	CNOT6	S100Z	high	1	4	0	CNOT6--S100Z	VCAP|CNOT6--S100Z	TRUE	starF,arriba	chr5:180494412-180578405	chr5:76850001-76921650	CNOT6--S100Z
VCAP	ADCK3--RNF187	6	0	6	0	ONLY_REF_SPLICE	ADCK3^ENSG00000163050.15	chr1:226940399:+	RNF187^ENSG00000168159.10	chr1:228488960:+	YES_LDAS	0.1855	GT	1.8892	AG	1.8323	[INTRACHROMOSOMAL[chr1:1.50Mb]]	VCAP|ADCK3--RNF187	VCAP|ADCK3--RNF187	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	ADCK3--RNF187	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr1:226897536-226987545	chr1:228487061-228495766	ADCK3--RNF187
VCAP	NDUFAF2--MAST4	6	2	6	2	ONLY_REF_SPLICE	NDUFAF2^ENSG00000164182.9	chr5:60945382:+	MAST4^ENSG00000069020.17	chr5:66788670:+	YES_LDAS	0.2473	GT	1.6895	AG	1.9329	[ChimerPub,CCLE_StarF2019,INTRACHROMOSOMAL[chr5:5.44Mb]]	VCAP|MAST4--NDUFAF2	VCAP|NDUFAF2--MAST4	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	NDUFAF2--MAST4	VCAP	NDUFAF2	MAST4	high	6	0	2	NDUFAF2--MAST4	VCAP|NDUFAF2--MAST4	TRUE	starF,arriba	chr5:66596361-67169595	chr5:60945129-61153037	NDUFAF2--MAST4
VCAP	PSMG1--UNK	6	4	6	2.4	ONLY_REF_SPLICE	PSMG1^ENSG00000183527.10	chr21:39177435:-	UNK^ENSG00000132478.8	chr17:75793443:+	YES_LDAS	0.2597	GT	1.5656	AG	1.8062	[CCLE_StarF2019,INTERCHROMOSOMAL[chr21--chr17]]	VCAP|PSMG1--UNK	VCAP|PSMG1--UNK	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	PSMG1--UNK	VCAP	PSMG1	UNK	high	3	3	4	PSMG1--UNK	VCAP|PSMG1--UNK	TRUE	starF,arriba	chr21:39174769-39183851	chr17:75784771-75825799	PSMG1--UNK
VCAP	PSMG1--UNK	6	4	6	2.4	ONLY_REF_SPLICE	PSMG1^ENSG00000183527.10	chr21:39177435:-	UNK^ENSG00000132478.8	chr17:75793443:+	YES_LDAS	0.2597	GT	1.5656	AG	1.8062	[CCLE_StarF2019,INTERCHROMOSOMAL[chr21--chr17]]	VCAP|PSMG1--UNK	VCAP|PSMG1--UNK	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	PSMG1--UNK	VCAP	PSMG1	UNK	high	2	0	6	PSMG1--UNK	VCAP|PSMG1--UNK	TRUE	starF,arriba	chr21:39174769-39183851	chr17:75784771-75825799	PSMG1--UNK
VCAP	RP11-662M24.2--RIMBP2	6	6	6	1.57	INCL_NON_REF_SPLICE	RP11-662M24.2^ENSG00000256725.1	chr12:130628322:-	RIMBP2^ENSG00000060709.12	chr12:130506770:-	YES_LDAS	0.234	GT	1.9329	AG	1.7819	[INTRACHROMOSOMAL[chr12:0.11Mb]]	VCAP|RIMBP2--RP11-662M24.2	NA	NA	NA	no_LR_pred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	starF	chr12:130396137-130716281	chr12:130628316-130716281	RP11-662M24.2--RIMBP2
VCAP	ZNF410--AC025918.2	5	0	5	0	ONLY_REF_SPLICE	ZNF410^ENSG00000119725.16	chr14:73923522:+	AC025918.2^ENSG00000225798.1	chr15:58893977:+	YES_LDAS	0.1546	GT	1.8295	AG	1.9086	[INTERCHROMOSOMAL[chr14--chr15]]	VCAP|AC025918.2--ZNF410	VCAP|ZNF410--AC025918.2	JAFFAL,ctat-LR-fusion,pbfusion	3	shared_LR_pred	ZNF410--AC025918.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr15:58889967-58894082	chr14:73886617-73932511	ZNF410--AC025918.2
VCAP	ZDHHC7--H3F3B	4	0	4	0	ONLY_REF_SPLICE	ZDHHC7^ENSG00000153786.11	chr16:84995922:-	H3F3B^ENSG00000132475.7	chr17:75779184:-	YES_LDAS	0.1237	GT	1.8062	AG	1.6895	[INTERCHROMOSOMAL[chr16--chr17]]	VCAP|H3F3B--ZDHHC7	VCAP|ZDHHC7--H3F3B	JAFFAL,ctat-LR-fusion,fusionseeker	3	shared_LR_pred	ZDHHC7--H3F3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr17:75776434-75785893	chr16:84974181-85011535	ZDHHC7--H3F3B
VCAP	PSMG1--UNK	4	0	4	0	ONLY_REF_SPLICE	PSMG1^ENSG00000183527.10	chr21:39177435:-	UNK^ENSG00000132478.8	chr17:75809760:+	YES_LDAS	0.1237	GT	1.5656	AG	1.8892	[CCLE_StarF2019,INTERCHROMOSOMAL[chr21--chr17]]	VCAP|PSMG1--UNK	VCAP|PSMG1--UNK	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	PSMG1--UNK	VCAP	PSMG1	UNK	high	3	3	4	PSMG1--UNK	VCAP|PSMG1--UNK	TRUE	starF,arriba	chr21:39174769-39183851	chr17:75784771-75825799	PSMG1--UNK
VCAP	PSMG1--UNK	4	0	4	0	ONLY_REF_SPLICE	PSMG1^ENSG00000183527.10	chr21:39177435:-	UNK^ENSG00000132478.8	chr17:75809760:+	YES_LDAS	0.1237	GT	1.5656	AG	1.8892	[CCLE_StarF2019,INTERCHROMOSOMAL[chr21--chr17]]	VCAP|PSMG1--UNK	VCAP|PSMG1--UNK	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	PSMG1--UNK	VCAP	PSMG1	UNK	high	2	0	6	PSMG1--UNK	VCAP|PSMG1--UNK	TRUE	starF,arriba	chr21:39174769-39183851	chr17:75784771-75825799	PSMG1--UNK
VCAP	ARMC6--SSX3	4	0	4	0	ONLY_REF_SPLICE	ARMC6^ENSG00000105676.12	chr19:19033930:+	SSX3^ENSG00000165584.14	chrX:48355269:-	YES_LDAS	0.1237	GT	1.5058	AG	1.8892	[CCLE_StarF2019,INTERCHROMOSOMAL[chr19--chrX]]	VCAP|ARMC6--SSX3	VCAP|ARMC6--SSX3	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	ARMC6--SSX3	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr19:19033575-19060311	chrX:48346428-48356707	ARMC6--SSX3
VCAP	PDGFA--FO538757.2	4	1	4	1	ONLY_REF_SPLICE	PDGFA^ENSG00000197461.12	chr7:510809:-	FO538757.2^ENSG00000279457.2	chr1:186469:-	YES_LDAS	0.1546	GT	1.8062	AG	1.8892	[INTERCHROMOSOMAL[chr7--chr1]]	VCAP|FO538757.2--PDGFA	VCAP|PDGFA--FO538757.2	LongGF,ctat-LR-fusion,fusionseeker,pbfusion	4	shared_LR_pred	PDGFA--FO538757.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr1:184923-200322	chr7:497258-520296	PDGFA--FO538757.2
VCAP	JMY--DMGDH	4	1	4	1	ONLY_REF_SPLICE	JMY^ENSG00000152409.8	chr5:79278083:+	DMGDH^ENSG00000132837.13	chr5:79033408:-	YES_LDAS	0.1546	GT	1.7465	AG	1.8892	[CCLE_StarF2019,INTRACHROMOSOMAL[chr5:0.00Mb],LOCAL_INVERSION:+:-:[151]]	VCAP|DMGDH--JMY	VCAP|DMGDH--JMY	fusionseeker	1	unique_LR_pred	DMGDH--JMY	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	starF	chr5:78997606-79236038	chr5:79236189-79327215	JMY--DMGDH
VCAP	C16orf70--ENKD1	4	1	4	0.67	INCL_NON_REF_SPLICE	C16orf70^ENSG00000125149.10	chr16:67110239:+	ENKD1^ENSG00000124074.10	chr16:67667093:-	YES_LDAS	0.1444	GT	1.9219	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.51Mb]]	VCAP|C16orf70--ENKD1	VCAP|C16orf70--ENKD1	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	C16orf70--ENKD1	VCAP	C16orf70	ENKD1	high	4	0	1	C16orf70--ENKD1	VCAP|C16orf70--ENKD1	TRUE	starF,arriba	chr16:67109958-67148539	chr16:67662945-67667265	C16orf70--ENKD1
VCAP	C16orf70--ENKD1	4	1	4	0.67	INCL_NON_REF_SPLICE	C16orf70^ENSG00000125149.10	chr16:67110239:+	ENKD1^ENSG00000124074.10	chr16:67667093:-	YES_LDAS	0.1444	GT	1.9219	AG	1.9656	[CCLE_StarF2019,INTRACHROMOSOMAL[chr16:0.51Mb]]	VCAP|C16orf70--ENKD1	VCAP|C16orf70--ENKD1	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	C16orf70--ENKD1	VCAP	C16orf70	ENKD1	high	2	0	1	C16orf70--ENKD1	VCAP|C16orf70--ENKD1	TRUE	starF,arriba	chr16:67109958-67148539	chr16:67662945-67667265	C16orf70--ENKD1
VCAP	ANO10--SLMAP	4	1	4	1	ONLY_REF_SPLICE	ANO10^ENSG00000160746.11	chr3:43689311:-	SLMAP^ENSG00000163681.13	chr3:57857733:+	YES_LDAS	0.1546	GT	1.5301	AG	1.9656	[INTRACHROMOSOMAL[chr3:14.06Mb]]	VCAP|ANO10--SLMAP	VCAP|ANO10--SLMAP	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	ANO10--SLMAP	VCAP	SLMAP	ANO10	high	2	5	2	SLMAP--ANO10	VCAP|ANO10--SLMAP	TRUE	starF,arriba	chr3:43354859-43691594	chr3:57755450-57929168	ANO10--SLMAP
VCAP	ANO10--SLMAP	4	1	4	1	ONLY_REF_SPLICE	ANO10^ENSG00000160746.11	chr3:43689311:-	SLMAP^ENSG00000163681.13	chr3:57857733:+	YES_LDAS	0.1546	GT	1.5301	AG	1.9656	[INTRACHROMOSOMAL[chr3:14.06Mb]]	VCAP|ANO10--SLMAP	VCAP|ANO10--SLMAP	JAFFAL,LongGF,ctat-LR-fusion,fusionseeker,pbfusion	5	shared_LR_pred	ANO10--SLMAP	VCAP	ANO10	SLMAP	high	1	3	1	ANO10--SLMAP	VCAP|ANO10--SLMAP	TRUE	starF,arriba	chr3:43354859-43691594	chr3:57755450-57929168	ANO10--SLMAP
